Area,Item,Year,Value
Barbados,Vegetables and Fruit Primary,2023,44050000
Belarus,Agriculture,2017,7730218000
Belarus,Agriculture,2018,7497435000
Belarus,Agriculture,2019,8251894000
Belarus,Agriculture,2020,8038149000
Belarus,Agriculture,2021,8716836000
Belarus,Agriculture,2022,9912843000
Belarus,Agriculture,2023,8905968000
Belarus,"Cereals, primary",2017,1141057000
Belarus,"Cereals, primary",2018,1026387000
Belarus,"Cereals, primary",2019,1223227000
Belarus,"Cereals, primary",2020,1320939000
Belarus,"Cereals, primary",2021,1137853000
Belarus,"Cereals, primary",2022,1409284000
Belarus,"Cereals, primary",2023,1145585000
Belarus,Crops,2017,3503969000
Belarus,Crops,2018,3180056000
Belarus,Crops,2019,3582666000
Belarus,Crops,2020,3506160000
Belarus,Crops,2021,3846129000
Belarus,Crops,2022,4615114000
Belarus,Crops,2023,3904181000
Belarus,"Meat indigenous, total",2017,1878491000
Belarus,"Meat indigenous, total",2018,1914851000
Belarus,"Meat indigenous, total",2019,2131561000
Belarus,"Meat indigenous, total",2020,1978007000
Belarus,"Meat indigenous, total",2021,2113084000
Belarus,"Meat indigenous, total",2022,1955620000
Belarus,"Meat indigenous, total",2023,2005620000
Belarus,"Milk, Total",2017,2096514000
Belarus,"Milk, Total",2018,2157202000
Belarus,"Milk, Total",2019,2281796000
Belarus,"Milk, Total",2020,2336772000
Belarus,"Milk, Total",2021,2504167000
Belarus,"Milk, Total",2022,3085500000
Belarus,"Milk, Total",2023,2751457000
Belarus,"Roots and Tubers, Total",2017,550988000
Belarus,"Roots and Tubers, Total",2018,553711000
Belarus,"Roots and Tubers, Total",2019,547579000
Belarus,"Roots and Tubers, Total",2020,450786000
Belarus,"Roots and Tubers, Total",2021,632450000
Belarus,"Roots and Tubers, Total",2022,720624000
Belarus,"Roots and Tubers, Total",2023,409739000
Belarus,Sugar Crops Primary,2017,190837000
Belarus,Sugar Crops Primary,2018,148418000
Belarus,Sugar Crops Primary,2019,159203000
Belarus,Sugar Crops Primary,2020,93477000
Belarus,Sugar Crops Primary,2021,108505000
Belarus,Sugar Crops Primary,2022,140350000
Belarus,Sugar Crops Primary,2023,168356000
Belarus,Vegetables and Fruit Primary,2017,1120356000
Belarus,Vegetables and Fruit Primary,2018,1018250000
Belarus,Vegetables and Fruit Primary,2019,1140057000
Belarus,Vegetables and Fruit Primary,2020,998974000
Belarus,Vegetables and Fruit Primary,2021,1090433000
Belarus,Vegetables and Fruit Primary,2022,1262499000
Belarus,Vegetables and Fruit Primary,2023,1170695000
Belgium,Agriculture,2017,8490486000
Belgium,Agriculture,2018,9054727000
Belgium,Agriculture,2019,8661402000
Belgium,Agriculture,2020,8634877000
Belgium,Agriculture,2021,10249693000
Belgium,Agriculture,2022,9788191000
Belgium,Agriculture,2023,8986039000
Belgium,"Cereals, primary",2017,413816000
Belgium,"Cereals, primary",2018,461582000
Belgium,"Cereals, primary",2019,466973000
Belgium,"Cereals, primary",2020,484612000
Belgium,"Cereals, primary",2021,617327000
Belgium,"Cereals, primary",2022,818262000
Belgium,"Cereals, primary",2023,601509000
Belgium,Crops,2017,3156562000
Belgium,Crops,2018,3798445000
Belgium,Crops,2019,3617649000
Belgium,Crops,2020,3357305000
Belgium,Crops,2021,4488759000
Belgium,Crops,2022,4005044000
Belgium,Crops,2023,3980911000
Belgium,"Meat indigenous, total",2017,3747303000
Belgium,"Meat indigenous, total",2018,3685800000
Belgium,"Meat indigenous, total",2019,3501072000
Belgium,"Meat indigenous, total",2020,3726276000
Belgium,"Meat indigenous, total",2021,3921828000
Belgium,"Meat indigenous, total",2022,3270632000
Belgium,"Meat indigenous, total",2023,3133535000
Belgium,"Milk, Total",2017,1478463000
Belgium,"Milk, Total",2018,1475828000
Belgium,"Milk, Total",2019,1453017000
Belgium,"Milk, Total",2020,1458556000
Belgium,"Milk, Total",2021,1740569000
Belgium,"Milk, Total",2022,2356736000
Belgium,"Milk, Total",2023,1683386000
Belgium,"Roots and Tubers, Total",2017,566449000
Belgium,"Roots and Tubers, Total",2018,816088000
Belgium,"Roots and Tubers, Total",2019,784264000
Belgium,"Roots and Tubers, Total",2020,500321000
Belgium,"Roots and Tubers, Total",2021,959380000
Belgium,"Roots and Tubers, Total",2022,909750000
Belgium,"Roots and Tubers, Total",2023,911158000
Belgium,Sugar Crops Primary,2017,148477000
Belgium,Sugar Crops Primary,2018,140965000
Belgium,Sugar Crops Primary,2019,124741000
Belgium,Sugar Crops Primary,2020,120049000
Belgium,Sugar Crops Primary,2021,121782000
Belgium,Sugar Crops Primary,2022,138383000
Belgium,Sugar Crops Primary,2023,116239000
Belgium,Vegetables and Fruit Primary,2017,1824734000
Belgium,Vegetables and Fruit Primary,2018,2364667000
Belgium,Vegetables and Fruit Primary,2019,2231162000
Belgium,Vegetables and Fruit Primary,2020,2242566000
Belgium,Vegetables and Fruit Primary,2021,2775635000
Belgium,Vegetables and Fruit Primary,2022,2119611000
Belgium,Vegetables and Fruit Primary,2023,2334966000
Belize,Agriculture,2017,273936000
Belize,Agriculture,2018,275245000
Belize,Agriculture,2019,279517000
Belize,Agriculture,2020,278521000
Belize,Agriculture,2021,315614000
Belize,Agriculture,2022,384299000
Belize,Agriculture,2023,407830000
Belize,"Cereals, primary",2017,34414000
Belize,"Cereals, primary",2018,30140000
Belize,"Cereals, primary",2019,26828000
Belize,"Cereals, primary",2020,35441000
Belize,"Cereals, primary",2021,43296000
Belize,"Cereals, primary",2022,58767000
Belize,"Cereals, primary",2023,92817000
Belize,Crops,2017,199322000
Belize,Crops,2018,196566000
Belize,Crops,2019,197121000
Belize,Crops,2020,201815000
Belize,Crops,2021,232907000
Belize,Crops,2022,294194000
Belize,Crops,2023,309784000
Belize,"Meat indigenous, total",2017,65373000
Belize,"Meat indigenous, total",2018,68671000
Belize,"Meat indigenous, total",2019,72658000
Belize,"Meat indigenous, total",2020,67060000
Belize,"Meat indigenous, total",2021,72115000
Belize,"Meat indigenous, total",2022,78801000
Belize,"Meat indigenous, total",2023,86458000
Belize,"Milk, Total",2017,2555000
Belize,"Milk, Total",2018,2713000
Belize,"Milk, Total",2019,2524000
Belize,"Milk, Total",2020,2542000
Belize,"Milk, Total",2021,3226000
Belize,"Milk, Total",2022,3072000
Belize,"Milk, Total",2023,3330000
Belize,"Roots and Tubers, Total",2017,1794000
Belize,"Roots and Tubers, Total",2018,2194000
Belize,"Roots and Tubers, Total",2019,2291000
Belize,"Roots and Tubers, Total",2020,1987000
Belize,"Roots and Tubers, Total",2021,2205000
Belize,"Roots and Tubers, Total",2022,1897000
Belize,"Roots and Tubers, Total",2023,3307000
Belize,Sugar Crops Primary,2017,74188000
Belize,Sugar Crops Primary,2018,80568000
Belize,Sugar Crops Primary,2019,89597000
Belize,Sugar Crops Primary,2020,84143000
Belize,Sugar Crops Primary,2021,89741000
Belize,Sugar Crops Primary,2022,127661000
Belize,Sugar Crops Primary,2023,120199000
Belize,Vegetables and Fruit Primary,2017,72833000
Belize,Vegetables and Fruit Primary,2018,65877000
Belize,Vegetables and Fruit Primary,2019,62548000
Belize,Vegetables and Fruit Primary,2020,60745000
Belize,Vegetables and Fruit Primary,2021,74559000
Belize,Vegetables and Fruit Primary,2022,72078000
Belize,Vegetables and Fruit Primary,2023,54325000
Benin,Agriculture,2017,3770243000
Benin,Agriculture,2018,3430738000
Benin,Agriculture,2019,3763073000
Benin,Agriculture,2020,4551090000
Benin,Agriculture,2021,5356362000
Benin,Agriculture,2022,4756826000
Benin,Agriculture,2023,4435480000
Benin,"Cereals, primary",2017,638193000
Benin,"Cereals, primary",2018,812800000
Benin,"Cereals, primary",2019,707506000
Benin,"Cereals, primary",2020,802657000
Benin,"Cereals, primary",2021,1069228000
Benin,"Cereals, primary",2022,932948000
Benin,"Cereals, primary",2023,1045406000
Benin,Crops,2017,3744851000
Benin,Crops,2018,3403032000
Benin,Crops,2019,3736158000
Benin,Crops,2020,4526765000
Benin,Crops,2021,5327615000
Benin,Crops,2022,4729848000
Benin,Crops,2023,4404567000
Benin,"Milk, Total",2017,25392000
Benin,"Milk, Total",2018,27706000
Benin,"Milk, Total",2019,26915000
Benin,"Milk, Total",2020,24326000
Benin,"Milk, Total",2021,28747000
Benin,"Milk, Total",2022,26978000
Benin,"Milk, Total",2023,30913000
Benin,"Roots and Tubers, Total",2017,2528508000
Benin,"Roots and Tubers, Total",2018,1896017000
Benin,"Roots and Tubers, Total",2019,2348193000
Benin,"Roots and Tubers, Total",2020,3074797000
Benin,"Roots and Tubers, Total",2021,3471289000
Benin,"Roots and Tubers, Total",2022,3154000000
Benin,"Roots and Tubers, Total",2023,2692649000
Benin,Vegetables and Fruit Primary,2017,283651000
Benin,Vegetables and Fruit Primary,2018,306464000
Benin,Vegetables and Fruit Primary,2019,310313000
Benin,Vegetables and Fruit Primary,2020,264694000
Benin,Vegetables and Fruit Primary,2021,333848000
Benin,Vegetables and Fruit Primary,2022,292962000
Benin,Vegetables and Fruit Primary,2023,329882000
Bhutan,Agriculture,2017,384617000
Bhutan,Agriculture,2018,340788000
Bhutan,Agriculture,2019,360257000
Bhutan,Agriculture,2020,420679000
Bhutan,Agriculture,2021,352720000
Bhutan,Agriculture,2022,290882000
Bhutan,Agriculture,2023,293127000
Bhutan,"Cereals, primary",2017,157317000
Bhutan,"Cereals, primary",2018,117353000
Bhutan,"Cereals, primary",2019,95993000
Bhutan,"Cereals, primary",2020,94486000
Bhutan,"Cereals, primary",2021,76950000
Bhutan,"Cereals, primary",2022,74857000
Bhutan,"Cereals, primary",2023,75107000
Bhutan,Crops,2017,322364000
Bhutan,Crops,2018,274320000
Bhutan,Crops,2019,286524000
Bhutan,Crops,2020,337685000
Bhutan,Crops,2021,275030000
Bhutan,Crops,2022,230960000
Bhutan,Crops,2023,236544000
Bhutan,"Meat indigenous, total",2017,16277000
Bhutan,"Meat indigenous, total",2018,20978000
Bhutan,"Meat indigenous, total",2019,16858000
Bhutan,"Meat indigenous, total",2020,20987000
Bhutan,"Meat indigenous, total",2021,18454000
Bhutan,"Meat indigenous, total",2022,15350000
Bhutan,"Meat indigenous, total",2023,14892000
Bhutan,"Milk, Total",2017,27637000
Bhutan,"Milk, Total",2018,31360000
Bhutan,"Milk, Total",2019,37238000
Bhutan,"Milk, Total",2020,39735000
Bhutan,"Milk, Total",2021,40976000
Bhutan,"Milk, Total",2022,32468000
Bhutan,"Milk, Total",2023,30280000
Bhutan,"Roots and Tubers, Total",2017,44267000
Bhutan,"Roots and Tubers, Total",2018,42769000
Bhutan,"Roots and Tubers, Total",2019,46994000
Bhutan,"Roots and Tubers, Total",2020,50818000
Bhutan,"Roots and Tubers, Total",2021,48689000
Bhutan,"Roots and Tubers, Total",2022,41260000
Bhutan,"Roots and Tubers, Total",2023,45172000
Bhutan,Sugar Crops Primary,2017,218000
Bhutan,Sugar Crops Primary,2018,66000
Bhutan,Sugar Crops Primary,2019,221000
Bhutan,Sugar Crops Primary,2020,219000
Bhutan,Sugar Crops Primary,2021,163000
Bhutan,Sugar Crops Primary,2022,147000
Bhutan,Sugar Crops Primary,2023,123000
Bhutan,Vegetables and Fruit Primary,2017,81680000
Bhutan,Vegetables and Fruit Primary,2018,72106000
Bhutan,Vegetables and Fruit Primary,2019,94428000
Bhutan,Vegetables and Fruit Primary,2020,132237000
Bhutan,Vegetables and Fruit Primary,2021,82265000
Bhutan,Vegetables and Fruit Primary,2022,70406000
Bhutan,Vegetables and Fruit Primary,2023,77430000
Bolivia (Plurinational State of),Agriculture,2017,5690218000
Bolivia (Plurinational State of),Agriculture,2018,6536010000
Bolivia (Plurinational State of),Agriculture,2019,7334267000
Bolivia (Plurinational State of),Agriculture,2020,8209514000
Bolivia (Plurinational State of),Agriculture,2021,8854234000
Bolivia (Plurinational State of),Agriculture,2022,9565874000
Bolivia (Plurinational State of),Agriculture,2023,10300423000
Bolivia (Plurinational State of),"Cereals, primary",2017,681999000
Bolivia (Plurinational State of),"Cereals, primary",2018,979033000
Bolivia (Plurinational State of),"Cereals, primary",2019,879946000
Bolivia (Plurinational State of),"Cereals, primary",2020,879217000
Bolivia (Plurinational State of),"Cereals, primary",2021,1054590000
Bolivia (Plurinational State of),"Cereals, primary",2022,895587000
Bolivia (Plurinational State of),"Cereals, primary",2023,1089714000
Bolivia (Plurinational State of),Crops,2017,3057419000
Bolivia (Plurinational State of),Crops,2018,3645315000
Bolivia (Plurinational State of),Crops,2019,4172272000
Bolivia (Plurinational State of),Crops,2020,4735456000
Bolivia (Plurinational State of),Crops,2021,5080238000
Bolivia (Plurinational State of),Crops,2022,5327123000
Bolivia (Plurinational State of),Crops,2023,5884439000
Bolivia (Plurinational State of),"Meat indigenous, total",2017,2184426000
Bolivia (Plurinational State of),"Meat indigenous, total",2018,2356968000
Bolivia (Plurinational State of),"Meat indigenous, total",2019,2557348000
Bolivia (Plurinational State of),"Meat indigenous, total",2020,2778370000
Bolivia (Plurinational State of),"Meat indigenous, total",2021,3092965000
Bolivia (Plurinational State of),"Meat indigenous, total",2022,3552892000
Bolivia (Plurinational State of),"Meat indigenous, total",2023,3718053000
Bolivia (Plurinational State of),"Milk, Total",2017,276565000
Bolivia (Plurinational State of),"Milk, Total",2018,333613000
Bolivia (Plurinational State of),"Milk, Total",2019,375282000
Bolivia (Plurinational State of),"Milk, Total",2020,438954000
Bolivia (Plurinational State of),"Milk, Total",2021,440902000
Bolivia (Plurinational State of),"Milk, Total",2022,451131000
Bolivia (Plurinational State of),"Milk, Total",2023,452236000
Bolivia (Plurinational State of),"Roots and Tubers, Total",2017,346263000
Bolivia (Plurinational State of),"Roots and Tubers, Total",2018,302878000
Bolivia (Plurinational State of),"Roots and Tubers, Total",2019,587049000
Bolivia (Plurinational State of),"Roots and Tubers, Total",2020,915913000
Bolivia (Plurinational State of),"Roots and Tubers, Total",2021,836336000
Bolivia (Plurinational State of),"Roots and Tubers, Total",2022,966421000
Bolivia (Plurinational State of),"Roots and Tubers, Total",2023,1068820000
Bolivia (Plurinational State of),Sugar Crops Primary,2017,453542000
Bolivia (Plurinational State of),Sugar Crops Primary,2018,536859000
Bolivia (Plurinational State of),Sugar Crops Primary,2019,626800000
Bolivia (Plurinational State of),Sugar Crops Primary,2020,702527000
Bolivia (Plurinational State of),Sugar Crops Primary,2021,718709000
Bolivia (Plurinational State of),Sugar Crops Primary,2022,747110000
Bolivia (Plurinational State of),Sugar Crops Primary,2023,876598000
Bolivia (Plurinational State of),Vegetables and Fruit Primary,2017,531484000
Bolivia (Plurinational State of),Vegetables and Fruit Primary,2018,585398000
Bolivia (Plurinational State of),Vegetables and Fruit Primary,2019,760494000
Bolivia (Plurinational State of),Vegetables and Fruit Primary,2020,934973000
Bolivia (Plurinational State of),Vegetables and Fruit Primary,2021,943243000
Bolivia (Plurinational State of),Vegetables and Fruit Primary,2022,994119000
Bolivia (Plurinational State of),Vegetables and Fruit Primary,2023,957303000
Bosnia and Herzegovina,Agriculture,2017,1232208000
Bosnia and Herzegovina,Agriculture,2018,1526733000
Bosnia and Herzegovina,Agriculture,2019,1451229000
Bosnia and Herzegovina,Agriculture,2020,1615683000
Bosnia and Herzegovina,Agriculture,2021,1661137000
Bosnia and Herzegovina,Agriculture,2022,2034369000
Bosnia and Herzegovina,Agriculture,2023,2186180000
Bosnia and Herzegovina,"Cereals, primary",2017,211218000
Bosnia and Herzegovina,"Cereals, primary",2018,290200000
Bosnia and Herzegovina,"Cereals, primary",2019,272799000
Bosnia and Herzegovina,"Cereals, primary",2020,339311000
Bosnia and Herzegovina,"Cereals, primary",2021,355962000
Bosnia and Herzegovina,"Cereals, primary",2022,478472000
Bosnia and Herzegovina,"Cereals, primary",2023,217033000
Bosnia and Herzegovina,Crops,2017,890188000
Bosnia and Herzegovina,Crops,2018,1183090000
Bosnia and Herzegovina,Crops,2019,1121960000
Bosnia and Herzegovina,Crops,2020,1280763000
Bosnia and Herzegovina,Crops,2021,1368081000
Bosnia and Herzegovina,Crops,2022,1661370000
Bosnia and Herzegovina,Crops,2023,1717801000
Bosnia and Herzegovina,"Meat indigenous, total",2017,62622000
Bosnia and Herzegovina,"Meat indigenous, total",2018,52989000
Bosnia and Herzegovina,"Meat indigenous, total",2019,52804000
Bosnia and Herzegovina,"Meat indigenous, total",2020,58177000
Bosnia and Herzegovina,"Meat indigenous, total",2021,50378000
Bosnia and Herzegovina,"Meat indigenous, total",2022,65365000
Bosnia and Herzegovina,"Meat indigenous, total",2023,50423000
Bosnia and Herzegovina,"Milk, Total",2017,224725000
Bosnia and Herzegovina,"Milk, Total",2018,226336000
Bosnia and Herzegovina,"Milk, Total",2019,214341000
Bosnia and Herzegovina,"Milk, Total",2020,216187000
Bosnia and Herzegovina,"Milk, Total",2021,188363000
Bosnia and Herzegovina,"Milk, Total",2022,218779000
Bosnia and Herzegovina,"Milk, Total",2023,317467000
Bosnia and Herzegovina,"Roots and Tubers, Total",2017,67414000
Bosnia and Herzegovina,"Roots and Tubers, Total",2018,117308000
Bosnia and Herzegovina,"Roots and Tubers, Total",2019,121567000
Bosnia and Herzegovina,"Roots and Tubers, Total",2020,108700000
Bosnia and Herzegovina,"Roots and Tubers, Total",2021,102107000
Bosnia and Herzegovina,"Roots and Tubers, Total",2022,135313000
Bosnia and Herzegovina,"Roots and Tubers, Total",2023,231856000
Bosnia and Herzegovina,Sugar Crops Primary,2017,37000
Bosnia and Herzegovina,Sugar Crops Primary,2018,44000
Bosnia and Herzegovina,Sugar Crops Primary,2019,49000
Bosnia and Herzegovina,Sugar Crops Primary,2020,63000
Bosnia and Herzegovina,Sugar Crops Primary,2021,91000
Bosnia and Herzegovina,Sugar Crops Primary,2022,102000
Bosnia and Herzegovina,Sugar Crops Primary,2023,36000
Bosnia and Herzegovina,Vegetables and Fruit Primary,2017,515093000
Bosnia and Herzegovina,Vegetables and Fruit Primary,2018,645124000
Bosnia and Herzegovina,Vegetables and Fruit Primary,2019,615180000
Bosnia and Herzegovina,Vegetables and Fruit Primary,2020,706820000
Bosnia and Herzegovina,Vegetables and Fruit Primary,2021,774428000
Bosnia and Herzegovina,Vegetables and Fruit Primary,2022,862706000
Bosnia and Herzegovina,Vegetables and Fruit Primary,2023,1029073000
